age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
33,self-employed,25814.29,critical account,$1000-$5000,2,20124.94,36,0.327,64.2,rent,car,0
47,unemployed,10321.42,existing paid duly,< $1000,1,19069.55,12,1.5,58.5,own,education,0
64,student,9091.89,existing paid duly,none,2,7827.56,12,1.052,29.2,rent,furniture,0
63,employed,49341.28,no credits,none,2,13503.16,24,0.158,36.5,own,appliances,1
28,self-employed,42998.7,critical account,$5000-$10000,3,2851.57,36,0.017,5.9,rent,furniture,0
53,self-employed,67056.0,all paid duly,< $1000,0,2342.02,12,0.04,92.7,rent,business,1
23,student,4000.0,delay in past,none,3,2177.68,48,0.081,89.9,own,business,0
53,employed,43963.2,existing paid duly,< $1000,0,18579.31,36,0.088,33.3,own,car,1
36,retired,19263.45,all paid duly,$5000-$10000,1,3646.05,24,0.122,67.9,rent,car,1
41,employed,34332.56,no credits,none,0,9905.36,24,0.122,71.6,own,appliances,1
55,student,9200.49,existing paid duly,none,0,8944.91,24,0.422,97.8,own,business,1
40,employed,61970.29,all paid duly,< $1000,0,6833.04,36,0.046,67.8,own,car,1
60,employed,39593.72,delay in past,$1000-$5000,0,10985.75,12,0.219,,own,business,1
46,employed,57295.73,delay in past,< $1000,1,582.14,48,0.01,45.5,own,furniture,1
69,employed,45783.42,all paid duly,$5000-$10000,1,8308.56,24,0.051,,rent,car,1
51,employed,30939.47,existing paid duly,none,4,11816.65,60,0.07,72.6,rent,car,1
34,employed,40937.25,no credits,< $1000,2,17780.88,60,0.057,76.4,own,appliances,1
58,employed,40283.1,all paid duly,< $1000,1,14877.23,6,0.407,83.5,rent,furniture,1
39,employed,34027.61,delay in past,< $1000,0,17070.36,18,0.385,42.5,rent,education,1
46,unemployed,10349.72,delay in past,< $1000,1,8229.71,24,0.303,67.1,own,car,0
25,retired,25971.03,delay in past,$1000-$5000,1,3410.04,24,0.063,29.1,rent,car,1
25,self-employed,23050.18,all paid duly,< $1000,0,8320.6,48,0.053,46.0,own,car,1
48,employed,18988.47,existing paid duly,$1000-$5000,1,20243.65,12,0.964,67.3,own,education,1
28,employed,51688.78,existing paid duly,none,1,4913.36,24,0.048,84.7,rent,appliances,1
69,retired,17151.59,critical account,$1000-$5000,0,3907.73,60,0.039,24.5,rent,appliances,0
62,employed,49757.15,existing paid duly,< $1000,0,18914.58,60,0.059,73.4,rent,car,1
54,employed,57299.67,critical account,< $1000,1,19974.68,6,0.522,13.0,own,car,0
56,retired,13324.0,all paid duly,none,1,3580.62,60,0.032,100.0,own,car,1
49,retired,12143.09,existing paid duly,> $10000,2,17054.76,12,0.831,81.7,own,appliances,1
22,employed,71372.3,delay in past,$5000-$10000,1,9323.98,24,0.059,50.4,own,education,1
39,self-employed,58398.59,existing paid duly,$5000-$10000,0,10098.21,12,0.106,73.0,own,appliances,1
44,employed,38396.96,existing paid duly,$5000-$10000,2,11246.86,24,0.099,44.9,own,furniture,1
65,unemployed,6058.09,existing paid duly,none,0,19383.25,6,1.5,45.7,rent,education,0
30,employed,36960.56,critical account,< $1000,3,4716.03,12,0.146,32.8,own,education,0
44,employed,26248.49,all paid duly,< $1000,1,16353.48,18,0.357,91.2,own,business,1
36,self-employed,68078.1,critical account,$5000-$10000,1,641.18,48,0.01,45.2,own,education,0
25,employed,32766.17,existing paid duly,none,2,14033.69,24,0.207,63.5,rent,car,1
24,self-employed,71902.33,existing paid duly,none,0,13227.22,36,0.05,83.4,own,furniture,1
37,employed,38690.09,existing paid duly,$1000-$5000,1,15957.13,36,0.102,95.6,own,other,1
23,retired,15235.86,all paid duly,none,1,19484.08,18,0.687,80.4,own,car,1
22,student,6806.36,critical account,,1,15959.77,6,1.5,40.6,own,business,0
36,employed,4000.0,critical account,< $1000,1,15515.65,12,1.5,,own,other,0
29,unemployed,8619.58,critical account,$1000-$5000,1,5721.3,24,0.202,32.7,rent,education,0
47,employed,42320.62,critical account,$5000-$10000,2,21846.41,60,0.127,38.1,own,education,0
19,employed,57989.7,existing paid duly,$1000-$5000,2,10597.37,12,0.198,100.0,own,car,1
34,employed,15290.7,existing paid duly,none,4,10368.33,36,0.125,86.5,own,appliances,1
42,student,11253.23,delay in past,none,1,10800.94,48,0.294,64.9,own,other,0
68,student,10297.68,no credits,none,1,8593.31,48,0.133,61.8,free,other,0
51,retired,34517.17,delay in past,none,2,13283.53,12,0.222,33.8,rent,car,0
63,student,7852.38,existing paid duly,$1000-$5000,2,8049.45,60,0.131,77.0,own,other,1
36,retired,32516.73,existing paid duly,< $1000,1,5437.87,24,0.104,92.4,rent,furniture,1
41,employed,21827.91,existing paid duly,< $1000,3,21385.29,24,0.331,100.0,own,business,1
40,retired,29989.6,existing paid duly,none,2,20451.92,36,0.257,25.9,own,car,0
64,self-employed,37964.84,no credits,> $10000,1,10685.62,12,0.285,100.0,own,car,1
67,employed,18990.42,existing paid duly,none,4,23114.25,48,0.278,77.5,rent,business,1
68,self-employed,31540.64,existing paid duly,< $1000,3,9897.46,24,0.124,86.4,rent,education,1
57,employed,45087.12,all paid duly,< $1000,1,8456.58,36,0.036,50.7,own,other,1
44,employed,32017.29,all paid duly,none,2,20217.64,48,0.169,77.7,rent,car,1
46,employed,50923.16,existing paid duly,$5000-$10000,1,13483.98,24,0.108,84.8,own,appliances,1
69,employed,16520.26,all paid duly,none,2,16906.0,6,1.5,60.9,own,education,1
33,employed,11498.21,delay in past,$1000-$5000,1,8975.93,12,0.422,0.0,own,car,0
36,retired,35528.05,all paid duly,$1000-$5000,2,9280.19,48,0.073,88.0,own,car,1
64,self-employed,68449.16,existing paid duly,$5000-$10000,2,2336.86,24,0.018,69.1,own,appliances,1
38,employed,28473.57,all paid duly,$1000-$5000,0,19351.51,48,0.157,100.0,free,appliances,1
30,employed,,existing paid duly,$1000-$5000,1,5192.46,18,0.069,67.1,own,car,1
47,employed,61057.24,existing paid duly,< $1000,0,10138.21,24,0.064,68.4,own,furniture,1
35,employed,51602.41,existing paid duly,< $1000,1,2871.65,48,0.011,82.6,own,education,1
64,student,8415.02,existing paid duly,$1000-$5000,1,13771.38,36,0.302,88.6,own,business,0
65,employed,62248.68,existing paid duly,$1000-$5000,5,10152.59,18,0.114,,own,business,1
34,unemployed,6698.26,all paid duly,< $1000,0,15469.41,6,1.5,99.0,own,appliances,1
46,unemployed,9098.21,existing paid duly,none,2,11883.72,48,0.163,60.6,own,car,0
69,self-employed,51675.15,existing paid duly,< $1000,4,3629.82,36,0.012,70.3,own,car,1
56,student,7236.27,existing paid duly,< $1000,2,780.38,18,0.048,82.1,own,car,1
29,employed,38860.56,existing paid duly,none,0,4642.75,24,0.057,85.2,rent,other,1
49,retired,24612.09,delay in past,< $1000,2,16087.23,12,0.683,55.7,free,education,0
50,unemployed,9108.38,existing paid duly,none,0,16656.03,18,1.019,50.6,own,car,0
52,unemployed,5697.45,all paid duly,$1000-$5000,0,7156.03,12,1.036,48.3,rent,appliances,1
20,self-employed,66592.69,all paid duly,$1000-$5000,0,10950.54,12,0.158,78.6,rent,education,1
34,student,5266.12,no credits,$1000-$5000,3,5957.3,48,0.276,87.5,rent,furniture,0
62,retired,22166.84,existing paid duly,$1000-$5000,1,18552.08,18,0.656,78.1,rent,car,1
31,employed,40349.33,delay in past,none,4,23185.85,48,0.166,54.4,own,appliances,0
34,student,9002.69,delay in past,none,0,15182.33,24,0.976,49.9,free,business,0
35,unemployed,4000.0,existing paid duly,$1000-$5000,1,2344.96,6,1.374,75.6,own,car,1
28,employed,59031.83,all paid duly,$5000-$10000,1,9475.0,18,0.129,64.1,own,car,1
26,retired,18313.28,delay in past,$1000-$5000,1,20805.6,12,1.072,64.0,rent,car,0
36,employed,64214.42,no credits,$1000-$5000,0,4973.0,36,0.025,85.2,free,business,1
63,self-employed,43297.4,existing paid duly,$1000-$5000,2,14931.62,48,0.093,,own,furniture,1
19,employed,44230.71,delay in past,$1000-$5000,1,19742.09,36,0.098,57.9,free,furniture,0
33,employed,75142.13,existing paid duly,,0,15577.47,36,0.054,39.1,rent,furniture,1
22,student,7223.45,all paid duly,$1000-$5000,0,12372.77,48,0.526,85.2,rent,other,1
47,employed,64511.89,all paid duly,none,1,10899.79,36,0.052,79.6,rent,education,1
31,employed,45614.96,existing paid duly,none,0,18611.88,24,0.11,92.7,rent,furniture,1
59,employed,51542.85,all paid duly,< $1000,2,9017.03,36,0.048,78.4,own,education,1
48,employed,46101.85,existing paid duly,< $1000,0,18074.75,18,0.164,85.6,rent,business,1
58,student,10373.98,existing paid duly,$1000-$5000,1,9350.81,6,1.414,63.0,own,other,1
51,retired,18241.53,all paid duly,< $1000,0,15252.63,36,0.261,40.9,free,other,1
41,employed,29501.24,all paid duly,< $1000,1,19274.24,36,0.197,77.9,rent,education,1
62,self-employed,40377.91,delay in past,$1000-$5000,2,12361.29,12,0.273,53.5,rent,education,0
43,employed,46570.44,existing paid duly,< $1000,1,6869.79,60,0.015,72.7,own,furniture,1
67,self-employed,47981.1,delay in past,$5000-$10000,2,1643.67,6,0.059,53.0,own,appliances,1
69,employed,56186.83,existing paid duly,none,0,16280.57,36,0.051,60.9,own,business,1
49,employed,65549.52,no credits,< $1000,0,12629.19,60,0.032,64.2,own,furniture,1
53,employed,29630.55,existing paid duly,< $1000,3,6473.8,18,0.148,49.7,rent,education,1
32,self-employed,38642.13,existing paid duly,< $1000,2,19370.48,48,0.075,34.1,rent,car,1
60,employed,22379.23,existing paid duly,none,3,21212.79,48,0.292,68.1,rent,business,0
53,employed,76978.37,delay in past,< $1000,2,19579.71,36,0.085,36.6,own,car,0
65,student,8853.07,critical account,< $1000,1,12841.08,60,0.195,54.4,free,furniture,0
32,unemployed,10511.38,delay in past,,1,20520.51,36,0.53,10.7,rent,car,0
59,employed,23891.72,existing paid duly,$1000-$5000,2,19314.58,24,0.233,75.2,rent,car,1
42,student,7996.72,existing paid duly,none,0,2533.08,36,0.055,100.0,own,car,1
28,student,9425.89,existing paid duly,< $1000,1,20613.14,18,1.5,66.7,rent,business,0
27,employed,41019.07,all paid duly,none,1,11761.81,18,0.199,82.0,own,business,1
47,self-employed,71577.84,delay in past,> $10000,2,20284.77,6,0.637,57.7,own,education,0
35,employed,81411.34,delay in past,$1000-$5000,2,16859.32,18,0.138,59.1,rent,furniture,0
24,unemployed,6016.75,all paid duly,> $10000,0,13127.55,48,0.667,74.6,rent,other,1
40,employed,28902.13,critical account,$5000-$10000,1,7213.62,60,0.061,16.9,own,other,0
52,self-employed,36024.84,delay in past,< $1000,3,1181.15,60,0.01,61.7,free,education,0
35,employed,70297.64,existing paid duly,$1000-$5000,0,5896.36,12,0.055,35.7,rent,business,1
67,employed,61417.1,critical account,< $1000,2,15260.85,24,0.101,50.0,rent,appliances,0
58,retired,22861.57,all paid duly,$5000-$10000,2,19063.81,24,0.322,74.9,own,business,1
45,employed,45575.81,no credits,< $1000,0,545.76,12,0.011,70.1,own,car,1
66,student,5713.68,all paid duly,< $1000,0,4555.49,24,0.284,72.5,rent,education,1
41,retired,31476.23,existing paid duly,$5000-$10000,3,15668.54,18,0.378,95.8,rent,car,1
26,student,6936.27,existing paid duly,$5000-$10000,2,6633.97,60,0.097,74.5,own,appliances,1
20,employed,40903.79,critical account,> $10000,1,3426.37,12,0.095,29.2,own,business,1
66,student,9704.61,all paid duly,none,2,2307.53,48,0.048,75.7,own,other,1
67,employed,42039.08,all paid duly,< $1000,1,13585.57,48,0.041,79.3,own,car,1
56,employed,41299.29,existing paid duly,< $1000,0,12099.77,36,0.115,100.0,rent,education,1
24,student,8029.61,no credits,< $1000,0,17242.96,12,1.5,46.3,own,business,0
33,self-employed,66475.47,delay in past,< $1000,1,6971.3,12,0.113,69.5,own,appliances,1
21,employed,70932.27,existing paid duly,< $1000,0,3166.01,60,0.011,80.2,own,appliances,1
21,employed,54221.41,critical account,$1000-$5000,1,16887.7,6,0.328,62.7,rent,car,0
31,student,10249.28,existing paid duly,< $1000,0,19769.63,12,1.367,81.3,own,other,0
48,unemployed,8370.46,no credits,$1000-$5000,0,7527.6,60,0.107,70.1,own,other,0
22,employed,33852.18,no credits,$5000-$10000,0,17374.32,36,0.099,88.4,rent,other,1
69,retired,29493.48,no credits,$1000-$5000,2,16906.6,36,0.24,74.1,free,business,0
42,employed,47697.04,critical account,< $1000,1,19189.71,12,0.46,48.6,own,appliances,0
32,employed,22593.6,existing paid duly,none,0,8775.26,24,0.154,95.7,own,car,1
45,self-employed,46029.13,existing paid duly,none,1,2599.15,48,0.015,71.7,rent,car,1
59,retired,23303.67,all paid duly,$1000-$5000,1,2948.34,18,0.104,74.4,own,car,1
34,employed,,delay in past,< $1000,0,15382.37,12,0.282,38.4,rent,education,0
21,employed,68337.34,all paid duly,none,3,19935.22,6,0.298,90.1,rent,other,1
21,employed,52557.46,delay in past,> $10000,2,10353.01,24,0.114,34.2,own,business,1
62,student,11844.89,delay in past,,2,1827.8,12,0.166,43.7,rent,education,0
24,employed,49148.95,all paid duly,$5000-$10000,1,1890.81,48,0.01,64.6,rent,appliances,1
51,employed,46281.86,existing paid duly,< $1000,1,12781.34,12,0.246,79.2,own,education,1
38,retired,16132.58,all paid duly,> $10000,0,18413.17,12,0.717,68.5,own,furniture,1
58,employed,45187.89,existing paid duly,none,2,9121.07,60,0.04,46.8,rent,business,1
22,self-employed,52237.58,critical account,none,6,17143.21,60,0.067,15.0,rent,education,0
64,employed,23467.96,existing paid duly,$5000-$10000,1,11622.61,36,0.119,59.7,own,business,1
54,student,6489.32,delay in past,$5000-$10000,0,17850.28,60,0.618,41.4,own,appliances,0
41,employed,39908.3,existing paid duly,< $1000,1,17568.14,12,0.387,74.5,free,education,1
29,employed,51512.3,all paid duly,none,2,4826.03,24,0.05,79.1,own,furniture,1
68,employed,52266.26,delay in past,< $1000,1,14397.69,12,0.279,56.7,own,education,1
34,unemployed,7168.85,existing paid duly,$1000-$5000,1,17877.63,24,1.071,78.1,own,other,0
44,unemployed,10476.94,all paid duly,$5000-$10000,0,18639.86,36,0.435,95.3,rent,furniture,1
39,employed,42132.26,existing paid duly,< $1000,2,13203.94,48,0.052,35.7,rent,appliances,1
30,employed,4000.0,existing paid duly,none,1,4126.78,6,1.5,49.7,own,business,0
40,retired,19928.5,delay in past,$1000-$5000,1,11954.8,18,0.405,60.0,own,car,0
26,employed,61994.07,all paid duly,$1000-$5000,2,14831.82,60,0.035,85.8,rent,education,1
19,employed,18511.56,delay in past,< $1000,0,5813.54,24,0.2,67.6,rent,car,0
33,self-employed,54050.98,existing paid duly,$1000-$5000,1,20447.21,12,0.434,42.2,own,car,1
24,employed,69967.86,all paid duly,,0,4971.86,18,0.028,73.4,own,car,1
40,employed,33020.35,all paid duly,< $1000,1,19184.94,18,0.244,76.7,rent,business,1
63,employed,45033.85,delay in past,$1000-$5000,0,8791.02,18,0.122,53.0,own,business,1
27,employed,24461.74,existing paid duly,$1000-$5000,4,612.97,18,0.01,70.6,own,education,1
19,employed,70628.89,existing paid duly,< $1000,1,11648.84,24,0.105,78.4,free,education,1
24,unemployed,8737.5,all paid duly,$5000-$10000,1,13389.15,24,0.773,79.9,rent,furniture,0
44,self-employed,52848.61,existing paid duly,$1000-$5000,0,17452.59,24,0.091,94.7,own,other,1
33,employed,66330.23,delay in past,< $1000,0,11040.98,6,0.285,80.4,rent,other,1
43,student,9852.14,all paid duly,none,1,2452.3,6,0.337,61.9,rent,appliances,0
20,employed,31208.85,critical account,$1000-$5000,3,21358.79,18,0.407,35.8,free,furniture,0
35,unemployed,6961.07,no credits,none,0,11524.42,48,0.288,84.4,free,other,0
39,employed,52795.17,all paid duly,none,2,6374.34,36,0.047,92.5,rent,appliances,1
40,unemployed,7034.02,existing paid duly,< $1000,1,18929.13,12,1.5,62.7,own,car,0
47,employed,11653.42,delay in past,$1000-$5000,1,3000.7,24,0.158,54.6,own,furniture,1
58,employed,44161.46,all paid duly,> $10000,0,2400.92,24,0.018,53.5,own,furniture,1
42,employed,21686.65,existing paid duly,$1000-$5000,1,11479.31,24,0.214,69.7,own,business,1
61,employed,70456.44,all paid duly,$5000-$10000,1,13319.5,36,0.072,55.7,rent,education,1
46,employed,47784.41,existing paid duly,< $1000,2,11510.07,60,0.038,79.1,own,car,1
32,unemployed,6148.7,existing paid duly,< $1000,1,19546.11,6,1.5,49.9,rent,car,0
30,student,6043.83,critical account,> $10000,1,5906.26,24,0.628,37.9,free,furniture,0
35,employed,15241.99,existing paid duly,< $1000,1,20800.06,24,0.761,75.7,own,business,1
49,retired,14764.52,existing paid duly,$5000-$10000,1,921.18,24,0.037,71.4,rent,education,1
31,unemployed,,existing paid duly,< $1000,0,2811.41,12,0.19,58.6,rent,car,1
65,student,14249.0,all paid duly,< $1000,1,4326.72,24,0.147,78.2,rent,business,1
43,self-employed,65220.42,all paid duly,$1000-$5000,2,2256.9,6,0.06,100.0,free,other,1
63,self-employed,50324.83,critical account,none,3,10402.04,36,0.059,27.4,own,car,0
53,employed,38196.64,all paid duly,none,2,19112.23,36,0.1,82.4,own,education,1
36,self-employed,34591.78,delay in past,< $1000,0,16504.81,18,0.373,,own,furniture,0
30,retired,41302.03,all paid duly,none,0,15022.76,60,0.059,100.0,own,car,1
56,employed,42027.21,delay in past,< $1000,1,676.71,48,0.01,51.4,own,appliances,1
35,employed,78321.17,all paid duly,$5000-$10000,2,19119.39,24,0.145,68.2,rent,other,1
31,employed,66947.93,critical account,< $1000,0,8231.73,60,0.028,35.1,rent,furniture,1
66,retired,9377.31,existing paid duly,$5000-$10000,2,16243.63,48,0.285,65.7,own,furniture,1
43,employed,34511.25,no credits,$1000-$5000,0,14674.91,12,0.423,95.1,own,car,1
21,self-employed,39823.38,existing paid duly,none,0,3961.66,24,0.045,69.2,own,business,1
44,student,7776.43,existing paid duly,none,1,11077.71,24,0.504,45.1,own,car,1
42,retired,23493.36,all paid duly,> $10000,0,18560.53,36,0.14,91.0,own,education,1
63,employed,92190.77,all paid duly,$1000-$5000,0,5629.45,60,0.012,100.0,own,car,1
55,unemployed,5606.73,delay in past,$5000-$10000,0,14443.04,24,1.444,71.5,rent,business,0
28,retired,25923.35,delay in past,< $1000,1,20141.1,6,1.5,30.1,free,other,0
26,employed,54710.0,all paid duly,$1000-$5000,2,8285.54,24,0.059,77.2,own,car,1
49,unemployed,8995.05,delay in past,$1000-$5000,2,8864.74,36,0.269,49.4,rent,appliances,0
21,employed,46735.34,all paid duly,> $10000,1,9791.22,18,0.088,81.7,free,appliances,1
35,self-employed,32984.48,no credits,none,2,17903.89,6,1.397,76.9,own,car,0
26,employed,46677.16,existing paid duly,> $10000,1,9519.35,18,0.16,63.8,own,other,1
20,employed,53054.53,all paid duly,< $1000,0,9981.8,36,0.079,65.5,own,business,1
65,employed,50159.71,all paid duly,$5000-$10000,4,5802.23,6,0.207,99.1,own,education,1
23,employed,53980.66,existing paid duly,< $1000,2,21750.0,18,0.179,49.8,own,business,1
19,employed,67248.57,all paid duly,$1000-$5000,2,19691.0,12,0.281,67.6,rent,furniture,1
66,self-employed,69052.79,all paid duly,< $1000,3,14035.7,24,0.081,61.7,own,car,1
28,employed,46122.89,delay in past,$5000-$10000,2,21154.01,12,0.357,61.0,own,furniture,1
60,employed,26544.81,existing paid duly,< $1000,5,17370.57,12,0.37,71.9,own,business,1
20,self-employed,41079.9,delay in past,< $1000,2,21122.82,36,0.096,65.9,own,other,1
26,self-employed,48002.71,existing paid duly,$1000-$5000,0,3649.95,12,0.061,55.9,own,furniture,1
24,employed,48974.45,existing paid duly,$1000-$5000,0,4896.42,12,0.124,47.4,own,car,1
55,retired,19982.0,all paid duly,< $1000,1,18649.11,24,0.503,74.0,own,car,1
50,employed,30262.2,delay in past,$1000-$5000,0,8687.55,6,0.636,46.7,own,other,0
43,student,4673.04,all paid duly,< $1000,0,7737.58,6,1.5,85.8,rent,car,1
31,employed,18993.95,all paid duly,$1000-$5000,5,19011.92,18,0.725,51.7,own,other,1
23,unemployed,8259.91,delay in past,$1000-$5000,0,12791.35,18,0.851,58.6,rent,car,0
48,retired,11654.81,delay in past,$1000-$5000,0,7209.4,24,0.169,33.9,rent,car,0
30,student,5198.53,existing paid duly,$5000-$10000,0,8258.28,60,0.259,58.3,own,car,1
49,self-employed,44830.99,no credits,< $1000,1,8886.66,18,0.08,91.1,own,education,1
54,self-employed,27686.3,all paid duly,none,2,3259.81,24,0.07,42.7,rent,furniture,1
62,employed,50981.1,existing paid duly,$1000-$5000,6,6469.19,48,0.037,75.8,own,other,1
44,self-employed,65472.06,delay in past,none,0,10981.84,24,0.061,55.7,rent,education,0
19,unemployed,7269.3,existing paid duly,none,1,16532.91,36,0.749,55.3,rent,car,0
33,retired,20328.97,no credits,$1000-$5000,0,8671.44,24,0.169,62.0,own,business,1
62,employed,53464.52,all paid duly,< $1000,0,7975.38,24,0.046,100.0,own,furniture,1
46,employed,33754.58,existing paid duly,< $1000,0,13185.06,60,0.08,100.0,rent,business,1
50,self-employed,37754.24,existing paid duly,> $10000,0,3566.45,6,0.209,89.2,rent,appliances,1
42,employed,63844.85,no credits,< $1000,0,7924.63,48,0.035,,own,other,1
27,employed,58925.96,no credits,none,2,5014.52,24,0.026,57.6,rent,education,1
64,employed,54474.41,all paid duly,none,1,13867.46,24,0.116,53.6,own,furniture,1
58,unemployed,11915.78,no credits,< $1000,1,2825.65,24,0.061,69.1,rent,furniture,0
69,employed,13857.86,existing paid duly,$1000-$5000,0,9232.54,12,0.381,84.5,rent,furniture,1
62,employed,66322.91,all paid duly,$1000-$5000,4,14550.66,6,0.248,48.6,own,furniture,1
33,employed,51174.98,existing paid duly,$1000-$5000,2,18432.34,60,0.039,53.3,own,car,1
31,student,10830.19,delay in past,< $1000,0,14628.75,24,0.517,35.3,own,car,0
31,self-employed,59046.34,critical account,< $1000,2,20774.41,48,0.069,41.4,rent,other,0
65,employed,45770.57,critical account,none,0,13757.63,12,0.318,39.1,own,other,0
47,employed,40663.88,all paid duly,$1000-$5000,0,7309.2,12,0.137,68.0,own,car,1
42,self-employed,58682.03,no credits,$1000-$5000,1,5269.55,18,0.037,73.2,rent,other,1
68,employed,40089.97,all paid duly,none,1,1683.52,12,0.053,61.4,own,appliances,1
49,self-employed,67795.35,delay in past,$5000-$10000,0,5912.96,24,0.052,42.3,own,car,1
65,employed,20013.31,no credits,$1000-$5000,0,3168.55,60,0.019,,rent,other,1
69,retired,,existing paid duly,< $1000,1,8084.88,48,0.082,67.3,own,other,1
23,employed,77205.97,all paid duly,$1000-$5000,1,14910.29,24,0.061,67.6,rent,business,1
37,self-employed,40605.34,all paid duly,$1000-$5000,1,14694.4,18,0.306,94.4,own,appliances,1
56,employed,41240.73,delay in past,none,1,7039.46,24,0.067,49.5,own,furniture,0
60,retired,16586.32,existing paid duly,none,1,10937.61,24,0.191,65.9,own,education,1
26,retired,26821.1,existing paid duly,$1000-$5000,4,5672.45,36,0.076,100.0,own,business,1
35,unemployed,6680.77,critical account,> $10000,1,10823.45,24,0.865,41.9,free,education,0
46,employed,42076.63,all paid duly,$1000-$5000,0,10446.6,6,0.344,75.4,own,furniture,1
59,employed,58369.65,all paid duly,$1000-$5000,2,7012.82,6,0.182,71.5,own,business,1
24,student,6043.46,existing paid duly,$1000-$5000,5,6949.53,60,0.191,48.7,rent,appliances,0
49,unemployed,11484.13,existing paid duly,< $1000,3,22541.96,36,0.467,68.8,own,appliances,0
34,employed,57950.11,existing paid duly,none,0,10973.91,60,0.028,75.5,free,car,1
30,employed,61615.56,no credits,< $1000,1,12033.52,18,0.149,35.5,own,furniture,1
45,employed,47213.52,critical account,$5000-$10000,1,684.58,24,0.01,10.4,own,car,1
40,student,17075.53,all paid duly,$5000-$10000,1,4248.19,18,0.175,72.7,own,business,1
51,self-employed,71192.51,existing paid duly,$5000-$10000,1,7826.83,48,0.029,50.2,own,car,1
35,self-employed,57912.77,existing paid duly,none,1,20303.46,12,0.322,70.8,free,other,1
60,self-employed,36058.18,critical account,< $1000,3,4504.8,36,0.033,38.3,free,business,0
22,employed,43471.32,existing paid duly,$1000-$5000,2,7055.56,12,0.175,67.8,rent,furniture,1
62,employed,67464.65,critical account,none,1,20798.46,12,0.183,44.9,own,business,1
20,employed,71925.17,all paid duly,none,0,9881.62,12,0.084,71.5,own,car,1
56,unemployed,13656.74,existing paid duly,$1000-$5000,2,7379.85,24,0.162,69.2,own,car,1
36,employed,57366.78,delay in past,$1000-$5000,2,14157.0,48,0.067,31.9,own,car,1
38,employed,25223.35,existing paid duly,$1000-$5000,0,10177.89,60,0.079,75.1,own,education,1
19,employed,52672.8,existing paid duly,< $1000,3,22045.8,24,0.18,71.4,own,other,1
54,employed,25447.91,critical account,< $1000,1,2228.42,24,0.039,13.4,own,car,0
27,self-employed,24928.02,all paid duly,none,1,16711.47,36,0.26,79.2,rent,appliances,1
52,employed,48766.75,existing paid duly,none,3,6833.51,6,0.167,69.3,own,car,1
55,employed,53240.39,delay in past,< $1000,0,16230.05,48,0.061,55.1,own,furniture,1
62,unemployed,11845.64,critical account,< $1000,1,17882.07,36,0.557,40.7,own,business,0
55,employed,52829.9,critical account,> $10000,0,17059.85,24,0.166,22.0,rent,appliances,1
34,employed,53372.48,critical account,< $1000,0,17400.57,6,0.553,48.7,rent,other,0
56,employed,29491.72,no credits,none,1,15228.66,12,0.351,79.4,own,business,1
61,student,7706.07,critical account,none,1,3440.72,18,0.374,22.0,rent,education,0
35,employed,21262.91,existing paid duly,$1000-$5000,1,1587.71,60,0.012,49.4,rent,car,1
25,unemployed,4000.0,existing paid duly,none,2,7859.41,24,1.178,58.3,own,car,0
64,retired,30221.4,existing paid duly,none,1,10661.56,24,0.198,43.5,own,other,1
26,self-employed,38293.14,delay in past,< $1000,1,6721.16,24,0.104,53.7,free,education,0
49,employed,58741.85,existing paid duly,< $1000,0,14973.04,36,0.044,91.3,own,furniture,1
31,unemployed,12491.29,delay in past,$1000-$5000,1,15317.03,18,0.72,75.6,own,car,0
25,employed,35245.75,all paid duly,< $1000,1,20425.15,6,0.82,62.4,own,car,1
58,employed,54297.4,all paid duly,none,1,8726.73,36,0.039,96.2,own,appliances,1
26,employed,34586.78,existing paid duly,$1000-$5000,2,17403.86,18,0.24,71.5,rent,furniture,1
53,employed,15927.41,no credits,< $1000,4,17944.08,18,0.609,26.9,rent,other,0
54,employed,46942.12,existing paid duly,$1000-$5000,2,21758.68,24,0.192,64.0,rent,furniture,1
22,employed,37583.74,all paid duly,none,4,18702.6,12,0.501,74.0,rent,appliances,1
27,employed,38068.6,existing paid duly,$1000-$5000,1,6331.19,60,0.025,91.8,rent,car,1
59,employed,76111.65,no credits,< $1000,2,877.59,48,0.01,54.3,own,car,1
44,self-employed,24229.4,all paid duly,< $1000,2,21317.16,60,0.139,92.1,rent,car,1
25,retired,27216.12,existing paid duly,< $1000,3,16632.85,60,0.128,68.1,own,car,1
69,employed,29331.79,all paid duly,> $10000,0,16345.83,18,0.186,56.0,own,other,1
32,self-employed,68530.36,all paid duly,< $1000,0,15968.26,18,0.17,72.1,free,appliances,1
19,employed,49700.29,all paid duly,$5000-$10000,1,15589.71,36,0.081,100.0,free,furniture,1
66,employed,50974.67,all paid duly,$5000-$10000,2,16669.13,6,0.628,78.9,own,education,1
19,employed,30117.99,existing paid duly,< $1000,2,20486.88,60,0.151,86.3,own,education,1
47,employed,32941.99,all paid duly,< $1000,1,19241.43,6,1.061,97.3,own,education,1
69,employed,59604.2,existing paid duly,< $1000,2,8684.41,24,0.074,61.9,rent,car,1
48,employed,72890.06,existing paid duly,> $10000,1,1158.94,36,0.01,46.9,own,furniture,1
48,employed,52564.85,existing paid duly,$1000-$5000,0,1254.29,48,0.01,49.3,own,car,1
